trip_id,start_time,end_time,headway_secs,exact_times
28235668,09:50:00,10:04:00,840,1
28235671,10:21:00,10:37:00,960,1
28235674,10:55:00,11:29:00,1020,1
28235677,11:45:00,12:02:00,1020,1
28235680,12:20:00,12:37:00,1020,1
28235683,12:55:00,13:15:00,1200,1
28234458,07:45:00,07:58:00,780,1
28234461,08:12:00,08:25:00,780,1
28234464,08:39:00,09:49:00,840,1
28234467,10:04:00,13:28:00,1020,1
28275662,05:25:00,06:01:00,1080,1
28275663,06:18:00,06:36:00,1080,1
28275664,06:53:00,07:11:00,1080,1
28275665,07:28:00,09:36:00,960,1
28275666,09:51:00,11:06:00,900,1
28275667,11:19:00,19:59:00,780,1
28275668,20:13:00,22:05:00,840,1
28275669,22:22:00,23:30:00,1020,1
28275254,20:32:00,21:03:00,1860,1
28275257,21:39:00,22:16:00,2220,1
28275212,05:25:00,07:33:00,960,1
28275215,07:45:00,08:21:00,720,1
28275218,08:34:00,10:26:00,840,1
28275221,10:41:00,10:55:00,840,1
28275224,11:10:00,11:24:00,840,1
28275227,11:39:00,11:53:00,840,1
28275230,12:08:00,12:22:00,840,1
28275233,12:37:00,12:51:00,840,1
28275236,13:06:00,13:20:00,840,1
28275239,13:35:00,13:49:00,840,1
28275242,14:04:00,14:18:00,840,1
28275245,14:33:00,14:47:00,840,1
28275248,15:02:00,18:47:00,900,1
28275251,19:01:00,20:01:00,900,1
28261554,04:45:00,05:02:00,1020,1
28261555,05:18:00,06:09:00,1020,1
28261556,06:27:00,06:44:00,1020,1
28261557,06:57:00,07:11:00,840,1
28261558,07:27:00,08:47:00,960,1
28261559,09:02:00,09:16:00,840,1
28261560,09:31:00,09:45:00,840,1
28261561,10:00:00,10:14:00,840,1
28261562,10:29:00,13:05:00,780,1
28261563,13:17:00,13:30:00,780,1
28261564,13:42:00,14:34:00,780,1
28261565,14:45:00,14:56:00,660,1
28261566,15:09:00,17:32:00,780,1
28261567,17:46:00,17:59:00,780,1
28261568,18:13:00,18:26:00,780,1
28261569,18:40:00,19:25:00,900,1
28261570,19:39:00,19:54:00,900,1
28261571,20:08:00,20:23:00,900,1
28261572,20:37:00,20:52:00,900,1
28261573,21:06:00,21:21:00,900,1
28261574,21:39:00,22:51:00,1080,1
28261078,04:45:00,05:24:00,780,1
28261081,05:40:00,06:44:00,960,1
28261084,06:56:00,08:20:00,720,1
28261087,08:33:00,09:29:00,840,1
28261090,09:44:00,09:58:00,840,1
28261093,10:13:00,10:43:00,900,1
28261096,10:57:00,11:12:00,900,1
28261099,11:26:00,11:41:00,900,1
28261102,11:55:00,12:10:00,900,1
28261105,12:24:00,12:39:00,900,1
28261108,12:53:00,13:08:00,900,1
28261111,13:22:00,13:37:00,900,1
28261114,13:51:00,14:06:00,900,1
28261117,14:20:00,14:35:00,900,1
28261120,14:49:00,18:04:00,900,1
28261123,18:20:00,18:50:00,900,1
28261126,19:07:00,20:15:00,2040,1
28261129,20:53:00,21:31:00,2280,1
28261132,21:50:00,22:28:00,2280,1
28285814,08:30:00,13:00:00,1800,1
28285817,13:15:00,19:00:00,900,1
28285843,13:15:00,13:45:00,900,1
28285852,17:15:00,17:30:00,900,1
28285850,16:15:00,16:45:00,900,1
28285848,15:15:00,15:45:00,900,1
28285855,18:15:00,18:30:00,900,1
28285845,14:15:00,14:30:00,900,1
28239994,08:45:00,13:15:00,1800,1
28239997,13:30:00,19:15:00,900,1
28240035,19:45:00,20:15:00,1800,1
28240026,15:15:00,15:30:00,900,1
28240030,17:00:00,17:45:00,900,1
28240028,16:00:00,16:30:00,900,1
28240021,13:15:00,13:45:00,900,1
28240019,11:45:00,12:15:00,1800,1
28240033,18:45:00,19:00:00,900,1
28240023,14:15:00,14:30:00,900,1
28240032,18:15:00,18:30:00,900,1
28215094,07:30:00,10:18:00,1680,1
28215095,10:45:00,17:05:00,1200,1
28215096,17:30:00,18:20:00,1500,1
28215097,18:44:00,19:09:00,1500,1
28215098,19:33:00,20:00:00,1620,1
28215099,20:30:00,21:00:00,1800,1
28214768,07:00:00,07:26:00,1560,1
28214771,07:53:00,08:19:00,1560,1
28214774,08:46:00,09:10:00,1440,1
28214777,09:33:00,09:57:00,1440,1
28214780,10:20:00,18:15:00,1500,1
28214783,19:05:00,19:30:00,1500,1
28252841,06:50:00,10:34:00,1680,1
28252842,10:55:00,17:55:00,1200,1
28252843,18:20:00,18:45:00,1500,1
28252844,19:15:00,20:45:00,1800,1
28252543,06:45:00,08:06:00,1620,1
28252546,08:25:00,10:20:00,1380,1
28252549,10:45:00,17:25:00,1500,1
28252552,18:15:00,19:05:00,1500,1
28225613,24:04:00,24:30:00,1560,1
28225615,06:30:00,06:49:00,1140,1
28225616,07:07:00,09:13:00,1080,1
28225617,09:30:00,09:48:00,1080,1
28225618,10:05:00,10:23:00,1080,1
28225619,10:40:00,10:58:00,1080,1
28225620,11:15:00,11:33:00,1080,1
28225621,11:50:00,12:08:00,1080,1
28225622,12:25:00,13:01:00,1080,1
28225623,13:18:00,19:26:00,960,1
28225624,19:45:00,20:23:00,1140,1
28225625,20:46:00,21:34:00,1440,1
28225626,21:57:00,22:21:00,1440,1
28225627,22:46:00,23:12:00,1560,1
28225201,24:30:00,25:10:00,2400,1
28225204,05:10:00,05:40:00,1800,1
28225207,05:57:00,07:27:00,1080,1
28225210,07:44:00,08:01:00,1020,1
28225213,08:17:00,09:05:00,960,1
28225216,09:20:00,18:05:00,900,1
28225219,18:35:00,19:20:00,900,1
28225222,19:54:00,20:12:00,1080,1
28225225,20:46:00,21:09:00,1380,1
28225228,21:56:00,22:46:00,3000,1
28220192,19:51:00,20:47:00,1680,1
28220186,17:21:00,17:51:00,1800,1
28220190,18:51:00,19:21:00,1800,1
28220158,07:05:00,07:35:00,1800,1
28220162,08:31:00,08:58:00,1620,1
28220166,09:52:00,10:21:00,1740,1
28220170,11:21:00,11:51:00,1800,1
28220174,12:51:00,13:21:00,1800,1
28220178,14:21:00,14:51:00,1800,1
28220182,15:51:00,16:21:00,1800,1
28219943,06:15:00,06:43:00,1680,1
28219946,07:10:00,07:36:00,1560,1
28219949,07:58:00,09:04:00,1320,1
28219952,09:28:00,19:28:00,1440,1
28248102,06:30:00,07:26:00,1680,1
28248104,07:52:00,08:18:00,1560,1
28248108,09:12:00,09:39:00,1620,1
28248112,10:36:00,11:06:00,1800,1
28248116,12:06:00,12:36:00,1800,1
28248120,13:36:00,14:06:00,1800,1
28248124,15:06:00,15:36:00,1800,1
28248128,16:36:00,17:06:00,1800,1
28248132,18:06:00,18:36:00,1800,1
28247829,05:35:00,06:29:00,1620,1
28247832,06:55:00,07:37:00,1260,1
28247835,07:59:00,09:05:00,1320,1
28247838,09:28:00,18:40:00,1440,1
28294026,05:50:00,07:05:00,1500,1
28294027,07:26:00,09:32:00,1260,1
28294028,09:54:00,21:30:00,1440,1
28294029,22:00:00,23:00:00,1800,1
28293818,05:20:00,05:50:00,1800,1
28293821,06:14:00,06:38:00,1440,1
28293824,06:57:00,07:27:00,900,1
28293827,07:43:00,08:31:00,960,1
28293830,08:51:00,13:51:00,1200,1
28293833,14:12:00,18:24:00,1260,1
28293836,18:48:00,19:11:00,1380,1
28246773,07:30:00,09:00:00,1800,1
28246774,09:24:00,19:40:00,1320,1
28246775,20:01:00,21:04:00,1260,1
28246776,21:26:00,21:47:00,1260,1
28246777,22:15:00,23:15:00,1800,1
28246451,06:30:00,07:00:00,1800,1
28246454,07:20:00,08:40:00,1200,1
28246457,09:02:00,19:40:00,1320,1
28289007,07:00:00,08:30:00,1800,1
28289008,08:53:00,21:21:00,1320,1
28289009,21:45:00,23:15:00,1800,1
28288749,06:30:00,06:56:00,1560,1
28288752,07:15:00,08:31:00,1140,1
28288755,08:53:00,19:53:00,1320,1
28258890,08:00:00,08:55:00,3300,1
28258891,09:45:00,20:35:00,3000,1
28258892,21:30:00,22:30:00,3600,1
28258864,05:55:00,07:05:00,2100,1
28258867,07:22:00,13:36:00,1020,1
28258870,13:55:00,20:10:00,1500,1
28215733,07:30:00,08:30:00,3600,1
28215734,09:20:00,20:10:00,3000,1
28215735,21:05:00,22:05:00,3600,1
28215704,06:10:00,06:45:00,2100,1
28215707,06:58:00,07:14:00,960,1
28215710,07:31:00,13:11:00,1020,1
28215713,13:30:00,19:45:00,1500,1
28248739,24:23:00,25:00:00,2220,1
28248740,06:00:00,06:57:00,1140,1
28248741,07:14:00,08:39:00,1020,1
28248742,08:54:00,10:39:00,900,1
28248743,10:53:00,19:45:00,840,1
28248744,20:01:00,20:49:00,960,1
28248745,21:07:00,21:47:00,1200,1
28248746,22:08:00,22:48:00,1200,1
28248365,24:23:00,25:00:00,2220,1
28248368,05:40:00,07:04:00,720,1
28248371,07:15:00,10:00:00,660,1
28248374,10:15:00,19:00:00,900,1
28248377,19:27:00,19:45:00,1080,1
28248380,20:15:00,20:30:00,900,1
28248383,20:47:00,21:23:00,2160,1
28248386,22:16:00,22:33:00,1020,1
28286888,24:01:00,24:35:00,2040,1
28286889,05:40:00,06:56:00,1140,1
28286890,07:13:00,07:47:00,1020,1
28286891,08:02:00,08:17:00,900,1
28286892,08:31:00,08:46:00,900,1
28286893,09:00:00,09:15:00,900,1
28286894,09:29:00,09:43:00,840,1
28286895,09:56:00,10:09:00,780,1
28286896,10:23:00,19:15:00,840,1
28286897,19:35:00,21:15:00,1200,1
28286898,21:36:00,22:16:00,1200,1
28286512,05:35:00,05:48:00,780,1
28286515,06:00:00,06:13:00,780,1
28286518,06:25:00,06:37:00,720,1
28286521,06:46:00,06:56:00,600,1
28286524,07:07:00,08:13:00,660,1
28286527,08:22:00,08:31:00,540,1
28286530,08:42:00,09:15:00,660,1
28286533,09:30:00,18:00:00,900,1
28286536,18:30:00,18:45:00,900,1
28286539,19:15:00,19:32:00,1020,1
28286542,19:50:00,20:27:00,2220,1
28286545,21:21:00,21:39:00,1080,1
28216166,06:25:00,19:25:00,1200,1
28216167,19:46:00,20:52:00,1320,1
28216168,21:15:00,21:37:00,1320,1
28216169,22:00:00,22:22:00,1320,1
28216170,22:45:00,23:10:00,1500,1
28215778,06:02:00,06:20:00,1080,1
28215781,06:37:00,06:55:00,1080,1
28215784,07:11:00,13:26:00,900,1
28215787,13:45:00,18:25:00,1200,1
28215790,19:05:00,19:25:00,1200,1
28215793,19:46:00,20:30:00,2640,1
28215796,20:52:00,21:37:00,2700,1
28215799,22:00:00,22:45:00,2700,1
28217375,07:30:00,20:30:00,1800,1
28217017,06:00:00,07:30:00,1800,1
28217020,07:50:00,13:30:00,1200,1
28217023,14:00:00,19:30:00,1800,1
28279735,07:00:00,20:00:00,1800,1
28279383,05:35:00,06:35:00,1800,1
28279386,07:00:00,14:00:00,1200,1
28279389,14:30:00,19:30:00,1800,1
28216984,08:30:00,10:25:00,1380,1
28216985,10:47:00,18:29:00,1320,1
28216959,06:35:00,07:31:00,1680,1
28216962,07:52:00,08:14:00,1320,1
28216965,08:35:00,18:29:00,1320,1
28213922,08:00:00,08:22:00,1320,1
28213923,08:45:00,09:07:00,1320,1
28213924,09:30:00,19:02:00,1320,1
28213894,06:35:00,07:01:00,1560,1
28213897,07:22:00,08:46:00,1260,1
28213900,09:08:00,19:02:00,1320,1
28256143,05:20:00,06:32:00,1080,1
28256146,06:47:00,07:02:00,900,1
28256149,07:19:00,08:10:00,1020,1
28256152,08:30:00,12:50:00,1200,1
28256155,13:09:00,13:10:00,60,1
28256158,13:30:00,14:30:00,1200,1
28256161,14:44:00,14:50:00,360,1
28256164,15:14:00,16:02:00,1440,1
28256167,16:19:00,16:26:00,420,1
28256170,16:50:00,17:14:00,1440,1
28256173,17:39:00,17:56:00,1020,1
28256176,18:29:00,18:54:00,1500,1
28256179,19:22:00,20:17:00,3300,1
28256182,20:45:00,21:40:00,3300,1
28256708,07:31:00,07:52:00,1260,1
28256715,11:10:00,11:30:00,1200,1
28256711,09:10:00,09:30:00,1200,1
28256710,08:34:00,08:54:00,1200,1
28256713,10:10:00,10:30:00,1200,1
28256725,16:02:00,16:26:00,1440,1
28256717,12:10:00,12:30:00,1200,1
28256729,18:04:00,18:29:00,1500,1
28256721,14:02:00,14:26:00,1440,1
28234581,06:00:00,06:18:00,1080,1
28234584,06:37:00,06:55:00,1080,1
28234587,07:12:00,08:20:00,1020,1
28234590,08:40:00,12:20:00,1200,1
28234593,12:20:00,12:41:00,1260,1
28234596,13:01:00,13:22:00,1260,1
28234599,13:42:00,13:57:00,900,1
28234602,14:03:00,15:15:00,1440,1
28234605,15:32:00,15:39:00,420,1
28234608,16:03:00,16:51:00,1440,1
28234611,17:06:00,17:15:00,540,1
28234614,17:39:00,18:03:00,1440,1
28234617,18:28:00,19:17:00,2940,1
28234620,19:41:00,20:05:00,1440,1
28234623,20:59:00,21:26:00,1620,1
28234626,22:21:00,22:48:00,1620,1
28235051,07:01:00,07:53:00,1560,1
28235069,14:51:00,15:15:00,1440,1
28235072,16:51:00,17:15:00,1440,1
28235068,14:02:00,14:27:00,1500,1
28235071,16:03:00,16:27:00,1440,1
28235078,20:05:00,21:26:00,1620,1
28235074,18:03:00,18:28:00,1500,1
28262293,05:35:00,05:53:00,1080,1
28262294,05:55:00,06:11:00,960,1
28262295,06:29:00,06:47:00,1080,1
28262296,07:06:00,09:00:00,1140,1
28262297,09:16:00,12:26:00,1140,1
28262298,12:44:00,13:32:00,960,1
28262299,13:49:00,14:05:00,960,1
28262300,14:22:00,14:38:00,960,1
28262301,14:55:00,15:11:00,960,1
28262302,15:28:00,15:44:00,960,1
28262303,16:01:00,16:17:00,960,1
28262304,16:34:00,16:50:00,960,1
28262305,17:07:00,17:23:00,960,1
28262306,17:40:00,17:56:00,960,1
28262307,18:13:00,18:36:00,1380,1
28262308,19:00:00,20:12:00,1440,1
28262309,20:35:00,20:57:00,1320,1
28262310,21:20:00,21:43:00,1380,1
28262311,22:05:00,23:01:00,1680,1
28261775,05:35:00,05:49:00,840,1
28261778,06:04:00,06:18:00,840,1
28261781,06:33:00,06:47:00,840,1
28261784,07:02:00,08:12:00,840,1
28261787,08:27:00,09:27:00,900,1
28261790,09:43:00,14:31:00,960,1
28261793,14:46:00,18:16:00,900,1
28261796,19:00:00,19:48:00,2880,1
28261799,20:35:00,22:50:00,2700,1
28259348,22:15:00,22:37:00,1320,1
28259349,22:58:00,23:19:00,1260,1
28263194,06:20:00,09:22:00,1560,1
28263195,09:49:00,20:37:00,1620,1
28263175,05:50:00,08:31:00,1380,1
28263178,08:57:00,09:49:00,1560,1
28263181,10:16:00,19:43:00,1620,1
28230348,20:27:00,21:09:00,1260,1
28230343,07:35:00,08:32:00,1140,1
28230344,08:50:00,10:02:00,1080,1
28230345,10:19:00,18:49:00,1020,1
28230346,19:08:00,19:28:00,1200,1
28230347,19:47:00,20:06:00,1140,1
28230075,06:55:00,10:02:00,1020,1
28230078,10:18:00,13:14:00,960,1
28230081,13:26:00,13:30:00,240,1
28230084,13:46:00,15:38:00,960,1
28230087,15:50:00,15:54:00,240,1
28230090,16:10:00,16:58:00,960,1
28230093,17:15:00,17:31:00,960,1
28230096,17:48:00,18:04:00,960,1
28230099,18:21:00,18:37:00,960,1
28230102,18:54:00,20:10:00,1140,1
28255946,24:05:00,24:23:00,1080,1
28255948,22:00:00,23:30:00,1080,1
28255927,24:05:00,24:40:00,2100,1
28255930,22:18:00,22:54:00,2160,1
28238234,06:45:00,07:02:00,1020,1
28238235,07:20:00,07:37:00,1020,1
28238236,07:55:00,08:12:00,1020,1
28238237,08:30:00,09:04:00,1020,1
28238238,09:20:00,10:24:00,960,1
28238239,10:39:00,10:54:00,900,1
28238240,11:11:00,16:34:00,1020,1
28238241,16:50:00,17:07:00,1020,1
28238242,17:23:00,17:39:00,960,1
28238243,17:56:00,18:28:00,960,1
28238244,18:45:00,19:06:00,1260,1
28238245,19:28:00,20:10:00,1260,1
28237905,08:07:00,08:23:00,960,1
28237908,08:38:00,08:54:00,960,1
28237911,09:09:00,09:25:00,960,1
28237914,09:40:00,09:56:00,960,1
28237917,10:11:00,12:03:00,960,1
28237920,12:15:00,12:19:00,240,1
28237923,12:35:00,14:27:00,960,1
28237926,14:39:00,14:43:00,240,1
28237929,14:59:00,16:51:00,960,1
28237932,17:03:00,17:07:00,240,1
28237935,17:23:00,17:55:00,960,1
28237938,18:12:00,18:28:00,960,1
28237941,18:45:00,19:06:00,1260,1
28237902,06:00:00,07:52:00,960,1
28255178,06:50:00,09:10:00,2100,1
28255179,09:42:00,18:15:00,1620,1
28255180,18:41:00,19:08:00,1620,1
28255181,19:34:00,20:01:00,1620,1
28254786,06:15:00,07:30:00,1500,1
28254789,07:52:00,19:36:00,1320,1
28212476,07:15:00,08:15:00,1800,1
28212477,08:50:00,18:45:00,2100,1
28212478,19:15:00,19:45:00,1800,1
28212454,07:15:00,08:15:00,1800,1
28212457,08:50:00,18:45:00,2100,1
28212460,19:15:00,19:45:00,1800,1
28277377,05:40:00,08:52:00,1440,1
28277378,09:11:00,19:00:00,1140,1
28277379,19:18:00,19:37:00,1140,1
28277380,19:55:00,20:14:00,1140,1
28277381,20:39:00,21:04:00,1500,1
28277096,05:40:00,07:40:00,900,1
28277099,07:56:00,09:00:00,960,1
28277102,09:18:00,19:07:00,1140,1
28269266,05:15:00,08:27:00,1440,1
28269267,08:46:00,09:00:00,840,1
28269268,09:19:00,19:46:00,1140,1
28269269,20:12:00,21:04:00,1560,1
28268857,05:15:00,07:30:00,900,1
28268860,07:46:00,08:50:00,960,1
28268863,09:07:00,18:37:00,1140,1
28268866,19:03:00,19:34:00,1860,1
28278769,06:15:00,07:25:00,840,1
28278772,07:40:00,15:50:00,840,1
28278775,16:05:00,18:45:00,960,1
28278778,19:17:00,19:45:00,840,1
28240221,06:00:00,06:52:00,780,1
28240224,07:06:00,07:19:00,780,1
28240227,07:33:00,07:46:00,780,1
28240230,07:56:00,08:08:00,720,1
28240233,08:22:00,16:18:00,840,1
28240236,16:34:00,19:14:00,960,1
28269683,24:15:00,24:45:00,1800,1
28269684,06:25:00,07:37:00,1440,1
28269685,07:55:00,08:49:00,1080,1
28269686,09:08:00,09:27:00,1140,1
28269687,09:45:00,10:04:00,1140,1
28269688,10:22:00,10:41:00,1140,1
28269689,10:59:00,14:17:00,1080,1
28269690,14:36:00,19:02:00,1140,1
28269691,19:25:00,20:15:00,1500,1
28269692,20:45:00,23:15:00,1800,1
28289259,05:15:00,06:59:00,1560,1
28289262,07:15:00,13:12:00,1020,1
28289265,13:30:00,19:30:00,1800,1
28289288,10:30:00,11:30:00,1800,1
28289298,16:30:00,17:00:00,1800,1
28289307,21:30:00,22:30:00,1800,1
28288276,06:15:00,23:15:00,1800,1
28288256,05:25:00,07:13:00,1620,1
28288259,07:30:00,13:27:00,1020,1
28288262,13:45:00,19:45:00,1800,1
28214612,06:35:00,08:02:00,1740,1
28214613,08:32:00,19:32:00,1800,1
28214614,20:00:00,20:27:00,1620,1
28214593,06:35:00,08:02:00,1740,1
28214596,08:32:00,19:32:00,1800,1
28219549,06:35:00,07:15:00,2400,1
28219552,07:45:00,19:15:00,1800,1
28257251,07:00:00,18:30:00,1800,1
28211697,05:45:00,07:13:00,1320,1
28211700,07:39:00,08:07:00,1680,1
28211703,08:37:00,17:37:00,1800,1
28211706,18:36:00,19:04:00,1680,1
28274425,07:00:00,07:52:00,1560,1
28274428,08:22:00,18:22:00,1800,1
28274431,18:50:00,19:18:00,1680,1
28232390,07:00:00,07:30:00,1800,1
28232391,07:54:00,09:06:00,1440,1
28232392,09:32:00,20:48:00,1560,1
28232145,05:20:00,06:20:00,1800,1
28232148,06:43:00,08:15:00,1380,1
28232151,08:40:00,16:02:00,1560,1
28232154,16:54:00,17:20:00,1560,1
28232157,18:12:00,18:38:00,1560,1
28267023,24:30:00,25:10:00,2400,1
28267024,07:20:00,08:08:00,1440,1
28267025,08:24:00,19:04:00,960,1
28267026,19:22:00,23:24:00,1320,1
28266675,05:40:00,06:20:00,2400,1
28266678,06:40:00,07:20:00,1200,1
28266681,07:36:00,19:04:00,960,1
28266684,19:22:00,19:44:00,1320,1
28284136,07:10:00,20:10:00,1800,1
28284126,07:10:00,19:10:00,1800,1
28274739,06:35:00,19:35:00,1800,1
28223336,06:35:00,19:35:00,1800,1
28248314,07:10:00,09:25:00,2700,1
28248315,10:15:00,18:35:00,3000,1
28248316,19:20:00,20:05:00,2700,1
28248292,07:10:00,09:25:00,2700,1
28248295,10:15:00,18:35:00,3000,1
28283923,24:30:00,25:30:00,1800,1
28283925,03:30:00,04:30:00,3600,1
28222036,07:30:00,19:30:00,2400,1
28222026,07:30:00,18:50:00,2400,1
28238933,07:00:00,20:00:00,1800,1
28238923,07:00:00,19:30:00,1800,1
28283992,07:25:00,19:05:00,3000,1
28283982,07:25:00,19:05:00,3000,1
28220270,06:30:00,10:56:00,1140,1
28220273,11:13:00,11:28:00,900,1
28220276,11:45:00,13:10:00,1020,1
28242966,06:15:00,06:50:00,2100,1
28242967,07:24:00,07:59:00,2100,1
28242968,08:33:00,19:21:00,1620,1
28242630,06:00:00,06:50:00,1500,1
28242633,07:09:00,07:29:00,1200,1
28242636,07:51:00,18:29:00,1320,1
28242639,18:52:00,19:19:00,1620,1
28211217,07:00:00,08:30:00,1800,1
28211218,08:55:00,09:19:00,1440,1
28211219,09:44:00,16:40:00,1560,1
28211220,17:07:00,17:33:00,1560,1
28211221,18:00:00,20:10:00,1560,1
28211222,20:37:00,21:03:00,1560,1
28210970,05:50:00,06:50:00,1800,1
28210973,07:16:00,08:52:00,1440,1
28210976,09:18:00,16:40:00,1560,1
28210979,17:33:00,18:00:00,1620,1
28210982,18:52:00,19:18:00,1560,1
28232582,07:30:00,20:00:00,1800,1
28232572,07:30:00,19:30:00,1800,1
28226469,05:45:00,06:23:00,1140,1
28226472,06:41:00,06:59:00,1080,1
28226475,07:09:00,07:29:00,600,1
28226478,07:41:00,09:29:00,720,1
28226481,09:40:00,12:58:00,660,1
28226484,13:10:00,13:21:00,660,1
28226487,13:33:00,13:44:00,660,1
28226490,13:56:00,14:07:00,660,1
28226493,14:19:00,14:30:00,660,1
28226496,14:42:00,14:53:00,660,1
28226499,15:05:00,15:16:00,660,1
28226502,15:28:00,20:28:00,720,1
28226505,20:51:00,21:17:00,1560,1
28227414,20:35:00,20:59:00,720,1
28227368,06:05:00,06:24:00,1140,1
28227369,06:42:00,06:45:00,180,1
28227372,07:36:00,07:52:00,960,1
28227374,08:08:00,08:24:00,960,1
28227380,10:10:00,10:22:00,720,1
28227385,12:10:00,12:22:00,720,1
28227394,14:36:00,14:44:00,480,1
28227375,08:33:00,08:40:00,420,1
28227415,21:10:00,21:13:00,180,1
28227409,19:09:00,19:21:00,720,1
28227410,19:29:00,19:33:00,240,1
28227411,19:42:00,19:45:00,180,1
28227404,17:31:00,17:41:00,600,1
28227405,17:41:00,17:43:00,120,1
28227406,17:54:00,17:56:00,120,1
28227377,09:12:00,09:28:00,960,1
28227378,09:36:00,09:44:00,480,1
28227382,11:10:00,11:20:00,600,1
28227383,11:20:00,11:22:00,120,1
28227381,10:34:00,10:58:00,720,1
28227384,11:34:00,11:58:00,720,1
28227391,13:34:00,13:58:00,720,1
28227386,12:34:00,12:43:00,540,1
28227387,12:43:00,12:46:00,180,1
28227396,15:01:00,15:13:00,720,1
28227403,17:06:00,17:18:00,720,1
28227408,18:33:00,18:57:00,720,1
28227389,13:10:00,13:15:00,300,1
28227392,14:11:00,14:23:00,720,1
28227400,16:03:00,16:16:00,780,1
28227401,16:25:00,16:28:00,180,1
28227398,15:38:00,15:51:00,780,1
28227402,16:41:00,16:53:00,720,1
28227407,18:08:00,18:21:00,780,1
28227413,20:10:00,20:22:00,720,1
28227418,22:07:00,22:20:00,780,1
28227419,22:32:00,22:34:00,120,1
28227420,22:47:00,23:01:00,840,1
28227421,23:14:00,23:27:00,780,1
28227365,24:06:00,24:22:00,960,1
28227417,21:40:00,21:53:00,780,1
28227422,23:40:00,23:53:00,780,1
28259696,05:10:00,05:28:00,1080,1
28259699,05:47:00,06:05:00,1080,1
28259702,06:24:00,07:00:00,1080,1
28259705,07:12:00,08:48:00,720,1
28259708,08:59:00,13:23:00,660,1
28259711,13:35:00,13:46:00,660,1
28259714,13:58:00,14:09:00,660,1
28259717,14:21:00,14:32:00,660,1
28259720,14:44:00,14:55:00,660,1
28259723,15:07:00,15:18:00,660,1
28259726,15:30:00,18:54:00,720,1
28259729,19:07:00,19:33:00,780,1
28259732,19:45:00,19:58:00,780,1
28259735,20:10:00,21:00:00,1500,1
28260567,09:05:00,09:21:00,960,1
28260560,06:03:00,06:10:00,420,1
28260561,06:22:00,06:41:00,1140,1
28260562,06:57:00,07:13:00,960,1
28260563,07:25:00,07:29:00,240,1
28260565,08:01:00,08:33:00,960,1
28260566,08:47:00,08:49:00,120,1
28260569,09:38:00,09:55:00,1020,1
28260601,20:06:00,20:15:00,540,1
28260602,20:15:00,20:19:00,240,1
28260603,20:29:00,20:33:00,240,1
28260604,20:47:00,21:00:00,780,1
28260606,21:40:00,21:53:00,780,1
28260609,22:34:00,22:48:00,840,1
28260595,18:33:00,18:35:00,120,1
28260596,18:35:00,18:44:00,540,1
28260597,18:49:00,18:55:00,360,1
28260598,19:06:00,19:17:00,660,1
28260599,19:29:00,19:40:00,660,1
28260570,10:11:00,10:27:00,960,1
28260571,10:34:00,10:37:00,180,1
28260572,10:49:00,10:56:00,420,1
28260573,11:01:00,12:01:00,720,1
28260574,12:07:00,12:13:00,360,1
28260575,12:25:00,12:29:00,240,1
28260577,13:01:00,13:25:00,720,1
28260582,14:37:00,14:49:00,720,1
28260578,13:37:00,13:38:00,60,1
28260579,13:38:00,13:49:00,660,1
28260576,12:37:00,12:49:00,720,1
28260588,16:04:00,16:17:00,780,1
28260589,16:29:00,16:42:00,780,1
28260590,16:45:00,16:54:00,540,1
28260591,17:07:00,17:14:00,420,1
28260592,17:19:00,17:32:00,780,1
28260593,17:44:00,17:57:00,780,1
28260594,18:09:00,18:21:00,720,1
28260586,15:33:00,15:39:00,360,1
28260580,14:01:00,14:04:00,180,1
28260581,14:13:00,14:25:00,720,1
28260583,15:02:00,15:13:00,660,1
28260584,15:13:00,15:14:00,60,1
28260605,21:13:00,21:27:00,840,1
28260555,24:04:00,24:21:00,1020,1
28260556,24:27:00,24:38:00,660,1
28260610,23:01:00,23:12:00,660,1
28260611,23:15:00,23:29:00,840,1
28260608,22:07:00,22:21:00,840,1
28259007,24:30:00,25:30:00,1800,1
28259009,03:30:00,04:30:00,3600,1
28212261,24:00:00,24:30:00,1800,1
28212262,25:30:00,26:30:00,3600,1
28212263,03:30:00,04:30:00,1800,1
28275818,06:30:00,19:10:00,1140,1
28284146,07:00:00,19:40:00,1140,1
28240208,07:15:00,08:48:00,1860,1
28240209,09:20:00,14:40:00,1920,1
28240210,15:15:00,18:45:00,2100,1
28240211,19:21:00,20:37:00,2280,1
28240180,07:15:00,08:48:00,1860,1
28240183,09:20:00,14:40:00,1920,1
28240186,15:15:00,18:45:00,2100,1
28238540,07:00:00,08:12:00,1440,1
28238541,08:35:00,20:28:00,1380,1
28238542,20:52:00,21:16:00,1440,1
28238371,05:50:00,07:26:00,1440,1
28238374,07:49:00,18:10:00,1380,1
28238377,18:56:00,19:42:00,2760,1
28249312,07:15:00,07:46:00,1860,1
28249313,08:16:00,08:47:00,1860,1
28249314,09:17:00,09:39:00,1320,1
28249315,10:00:00,12:34:00,1320,1
28249316,12:57:00,13:20:00,1380,1
28249317,13:40:00,19:00:00,1200,1
28249318,19:25:00,20:40:00,1500,1
28248974,06:00:00,07:30:00,1800,1
28248977,07:53:00,08:15:00,1320,1
28248980,08:38:00,09:00:00,1320,1
28248983,09:20:00,19:40:00,1200,1
